source_id,z_spec,Usage
846,0.07669956,Private
854,0.1167089,Private
858,0.5572795,Private
860,0.1534109,Private
863,0.5060735,Private
864,0.4545442,Public
865,0.06555589,Private
868,0.5185825,Private
869,0.0832239,Public
877,0.4932291,Public
882,0.361458,Private
887,0.5013611,Public
888,0.05549928,Private
891,0.5358077,Public
893,0.1262953,Public
901,0.5081043,Private
903,0.1144895,Public
908,0.2021029,Public
909,0.388103,Private
916,0.6524773,Private
917,0.05718452,Public
922,0.1098494,Public
924,0.2750366,Private
929,0.2366798,Private
944,0.4297573,Private
946,0.1288595,Public
947,0.2063197,Public
956,0.5137339,Public
958,0.1175989,Public
968,0.1037034,Private
973,0.07937439,Public
981,0.5803746,Private
982,0.1027878,Private
987,0.299459,Private
992,0.1513502,Public
997,0.07549866,Private
1007,0.2396368,Private
1010,0.5388051,Private
1014,0.0807283,Public
1015,0.5539055,Public
1016,0.1500238,Private
1044,0.54034,Public
1049,0.1733495,Public
1051,0.5320029,Public
1055,0.1411534,Private
1058,0.02516172,Private
1062,0.5594255,Public
1067,0.4866866,Private
1069,0.1074399,Public
1071,0.06001048,Private
1073,0.4943181,Private
1074,0.04683118,Public
1079,0.4763,Public
1080,0.5076373,Public
1082,0.1431182,Private
1089,0.5584979,Private
1094,0.1111045,Private
1095,0.08058508,Private
1102,0.12646,Public
1105,0.06068318,Private
1110,0.3668022,Public
1112,0.6363627,Public
1115,0.1428332,Private
1125,0.1252223,Private
1128,0.03929891,Public
1129,0.7507368,Private
1130,0.06106674,Private
1132,0.03824142,Private
1134,0.07210852,Private
1140,0.09635537,Public
1150,0.0948646,Public
1151,0.3284479,Public
1159,0.6441433,Private
1160,0.371902,Private
1161,0.6571288,Public
1168,0.3090875,Public
1177,0.03245946,Public
1184,0.5558847,Private
1195,0.2654029,Private
1207,0.4409956,Public
1211,0.06628598,Public
1212,0.5831274,Private
1214,0.08108034,Public
1218,0.5202381,Private
1223,0.7163329,Public
1225,0.1445506,Public
1238,0.04730567,Private
1239,0.184703,Public
1242,0.5068327,Public
1244,0.07049798,Public
1245,0.6074481,Public
1252,0.5113443,Public
1263,0.3141507,Public
1269,0.0159717,Public
1279,0.6648126,Public
1283,0.08446493,Private
1286,0.5568551,Private
1293,0.4600982,Public
1299,0.07812463,Public
1301,0.5519768,Private
1306,0.03851632,Private
1307,0.6185709,Private
1310,0.1346596,Public
1312,0.2370584,Public
1313,0.7303546,Public
1316,0.3906085,Public
1320,0.5448862,Private
1324,0.0718529,Public
1333,0.3364915,Public
1341,0.5953274,Public
1342,0.581314,Private
1353,0.1018834,Public
1354,0.09523836,Private
1358,0.7811711,Public
1359,0.1685768,Private
1367,0.3163691,Public
1375,0.5920101,Private
1378,0.3324488,Private
1379,0.2093121,Private
1381,0.480946,Private
1391,0.4293473,Private
1401,0.119829,Private
1403,0.2327817,Private
1407,0.4956215,Public
1408,0.429932,Private
1431,0.06751772,Private
1435,0.1797843,Private
1436,0.08620642,Public
1439,0.1952441,Public
1454,0.1360552,Private
1460,0.08903298,Public
1461,0.4135679,Public
1462,0.518935,Public
1466,0.5521129,Public
1468,0.1199338,Public
1476,0.4740985,Public
1481,0.4903484,Public
1502,0.05763981,Public
1505,0.1050974,Public
1509,0.08480053,Private
1511,0.07627865,Public
1515,0.4144584,Private
1524,0.08285759,Private
1528,0.517599,Public
1532,0.1511342,Public
1537,0.7199521,Private
1538,0.3290818,Private
1539,0.06983744,Private
1541,0.0256089,Private
1542,0.4472273,Private
1552,0.5166985,Private
1559,0.2171038,Public
1560,0.5124493,Private
1561,0.1758857,Public
1567,0.2123657,Private
1577,0.587827,Private
1582,0.05583756,Public
1587,0.08488318,Private
1589,0.1582936,Public
1591,0.07450181,Private
1597,0.08411975,Public
1600,0.124827,Private
1605,0.2794089,Public
1607,0.04075322,Private
1609,0.5502301,Private
1614,0.4415169,Private
1617,0.3208137,Private
1620,0.07074345,Private
1622,0.09254885,Private
1626,0.3892474,Public
1629,0.06328428,Private
1630,0.4842724,Public
1643,0.1233685,Private
1645,0.2426626,Public
1648,0.08473481,Private
1651,0.06912308,Private
1652,0.7143999,Public
1657,0.6033329,Private
1658,0.6574363,Private
1659,0.2470418,Private
1663,0.07203262,Public
1669,0.5508511,Private
1674,0.1204962,Private
1694,0.5285091,Public
1695,0.5014842,Public
1700,0.1416899,Public
1701,0.7289857,Private
1708,0.5050007,Public
1711,0.1152137,Private
1725,0.05250018,Private
1737,0.1474292,Public
1740,0.07995322,Private
1746,0.1408097,Private
1750,0.6851315,Public
1753,0.4462479,Public
1754,0.05108444,Public
1756,0.505659,Public
1759,0.4814206,Public
1766,0.03382362,Private
1769,0.1309347,Public
1776,0.07860605,Public
1778,0.629819,Private
1779,0.2368793,Private
1780,0.0463069,Private
1783,0.0607446,Private
1789,0.5555953,Public
1799,0.1772147,Public
1802,0.1001842,Private
1813,0.1542461,Private
1814,0.490344,Private
1816,0.5062062,Public
1821,0.06619078,Private
1828,0.5861849,Private
1831,0.5830593,Public
1832,0.2979091,Private
1843,0.1109871,Private
1845,0.08570995,Public
1849,0.0541596,Public
1865,0.1247219,Private
1868,0.1102113,Public
1875,0.52397,Public
1881,0.1542731,Public
1883,0.07391761,Public
1885,0.1335866,Private
1893,0.02318443,Private
1894,0.1164697,Public
1898,0.06493007,Private
1906,0.4993022,Private
1908,0.5725522,Public
1909,0.5827327,Private
1917,0.1844977,Public
1919,0.1327507,Private
1920,0.0563955,Private
1922,0.08365417,Private
1924,0.6548671,Public
1925,0.1831191,Private
1932,0.1930009,Public
1933,0.05912431,Public
1936,0.1738172,Public
1942,0.5182289,Private
1949,0.5456728,Public
1950,0.5561573,Private
1951,0.0631709,Private
1961,0.5506676,Public
1963,0.07039843,Public
1969,0.5924982,Public
1979,0.4192513,Private
1980,0.0920866,Private
1982,0.07281385,Public
1986,0.4597277,Private
1987,0.5376961,Public
1988,0.2064172,Private
1995,0.06781314,Private
1996,0.462589,Private
1999,0.2626401,Private
2011,0.2656307,Private
2013,0.05035583,Public
2015,0.08033812,Public
2016,0.0508956,Public
2017,0.1252334,Private
2019,0.07689962,Private
2023,0.4326984,Private
2024,0.1330669,Private
2035,0.4511684,Public
2036,0.1048098,Private
2042,0.05742747,Public
2049,0.305655,Public
2050,0.4305347,Private
2056,0.7035807,Private
2064,0.2080229,Private
2076,0.2892581,Public
2079,0.1064154,Private
2093,0.06946956,Public
2096,0.4411277,Private
2100,0.04890494,Private
2103,0.06749712,Public
2105,0.6034734,Public
2106,0.07363115,Public
2108,0.07702054,Private
2118,0.5163049,Public
2123,0.5823054,Private
2124,0.07619593,Private
2147,0.178534,Private
2155,0.5218623,Public
2159,0.5440773,Private
2164,0.1659421,Public
2169,0.6159275,Private
2175,0.2122559,Private
2176,0.5921305,Private
2179,0.0820992,Private
2187,0.1169071,Public
2196,0.2203391,Private
2198,0.6383801,Public
2199,0.1087444,Public
2200,0.1487822,Public
2203,0.03983741,Public
2204,0.1142089,Public
2219,0.2388374,Public
2224,0.1079207,Public
2243,0.4111053,Private
2244,0.08537712,Private
2246,0.6110046,Public
2251,0.1065974,Public
2257,0.5100233,Public
2260,0.6300476,Private
2261,0.1124325,Public
2263,0.7934064,Public
2274,0.07278806,Public
2282,0.06472443,Public
2291,0.2018266,Public
2315,0.07252807,Private
2335,0.08375146,Private
2336,0.2266962,Private
2340,0.2791404,Private
2347,0.1232909,Private
2352,0.1767502,Public
2356,0.20664,Private
2365,0.5726268,Private
2366,0.0869586,Public
2368,0.1237387,Private
2369,0.04969751,Public
2379,0.1289851,Private
2382,0.5810804,Private
2384,0.3320206,Private
2387,0.4930564,Private
2389,0.4985051,Private
2395,0.5666097,Private
2396,0.4486776,Private
2402,0.4602655,Public
2407,0.2937178,Private
2413,0.1578549,Public
2419,0.143194,Public
2426,0.1825987,Public
2429,0.265944,Private
2431,0.1460376,Public
2438,0.2211383,Public
2443,0.1605845,Public
2451,0.07524934,Public
2452,0.2916576,Public
2454,0.06377484,Private
2459,0.08360893,Public
2460,0.4847364,Private
2461,0.5160318,Private
2462,0.5482459,Public
2466,0.1961174,Public
2469,0.07508354,Private
2470,0.03303131,Public
2473,0.1539939,Public
2482,0.06129524,Private
2486,0.530637,Private
2506,0.6982599,Private
2523,0.6531672,Public
2526,0.2660459,Private
2537,0.06617584,Private
2539,0.5025831,Public
2551,0.460332,Private
2552,0.5775963,Public
2555,0.1051769,Public
2557,0.1896377,Private
2565,0.5110472,Public
2567,0.583883,Public
2568,0.3156818,Private
2573,0.03040821,Private
2580,0.5741542,Private
2581,0.02827557,Private
2589,0.4556722,Private
2591,0.4176283,Public
2596,0.06037904,Public
2597,0.2723576,Public
2599,0.6631869,Public
2600,0.06053367,Private
2606,0.03033866,Public
2610,0.1403533,Public
2620,0.28056,Public
2631,0.5619592,Public
2637,0.5901586,Private
2642,0.02823674,Public
2643,0.0546956,Public
2654,0.4967549,Public
2659,0.08198692,Public
2665,0.04477789,Private
2669,0.117711,Public
2670,0.3985,Public
2673,0.3862683,Public
2674,0.5420346,Private
2682,0.01704137,Private
2693,0.1151432,Private
2695,0.5342116,Private
2696,0.06999054,Private
2708,0.3879577,Public
2711,0.09613493,Public
2716,0.2131639,Private
2717,0.3671539,Public
2719,0.07466327,Private
2739,0.3352158,Public
2745,0.05702715,Private
2747,0.7493748,Private
2763,0.09572333,Private
2765,0.1502643,Private
2775,0.4828282,Private
2779,0.7241094,Private
2786,0.07337552,Public
2795,0.3764688,Public
2800,0.5668988,Private
2801,0.08591685,Public
2802,0.7670344,Public
2809,0.4317125,Private
2810,0.483256,Private
2811,0.3087074,Public
2821,0.1100428,Public
2837,0.2157629,Public
2839,0.04125058,Public
2841,0.6252973,Private
2850,0.6544572,Public
2853,0.06988901,Public
2860,0.5769497,Private
2866,0.4945987,Public
2869,0.5888103,Public
2871,0.5172557,Private
2881,0.1655827,Private
2882,0.05883771,Private
2887,0.05686669,Private
2889,0.4827684,Public
2890,0.2840883,Private
2892,0.140818,Private
2895,0.1263207,Private
2911,0.1760628,Private
2919,0.1151761,Private
2920,0.1576789,Private
2921,0.02607213,Public
2925,0.1155691,Private
2928,0.734193,Public
2939,0.1565793,Private
2953,0.08428673,Private
2956,0.4199167,Private
2962,0.1898523,Private
2963,0.5216699,Public
2970,0.0606718,Private
2972,0.04179076,Private
2978,0.5679704,Public
2983,0.7196145,Public
2985,0.1201626,Public
2988,0.6912215,Private
2994,0.1512798,Public
3006,0.1380064,Private
3009,0.3246114,Public
3017,0.3843136,Private
3020,0.06115061,Public
3034,0.07517727,Private
3042,0.1761572,Public
3044,0.4764553,Private
3048,0.4108688,Private
3051,0.1422108,Private
3052,0.1012543,Private
3055,0.1097371,Public
3060,0.5322263,Public
3061,0.5539742,Public
3065,0.4556672,Public
3078,0.02775308,Private
3081,0.441971,Private
3084,0.6994939,Private
3086,0.04583495,Private
3088,0.3864222,Private
3089,0.3321976,Private
3090,0.1296473,Public
3092,0.0776813,Public
3093,0.4489736,Private
3098,0.255979,Private
3107,0.07426033,Public
3114,0.5930899,Private
3121,0.04710509,Private
3127,0.1045181,Public
3134,0.1098749,Public
3143,0.3341659,Private
3145,0.01734434,Private
3159,0.5770062,Public
3164,0.0658475,Private
3174,0.4188008,Public
3178,0.2589422,Private
3188,0.08306671,Public
3190,0.05261631,Private
3191,0.5671923,Public
3192,0.09792156,Public
3194,0.2181904,Private
3196,0.1261832,Public
3199,0.1167859,Public
3201,0.5322222,Public
3203,0.07201097,Private
3205,0.5134851,Private
3206,0.2482978,Private
3212,0.1843878,Public
3216,0.1621949,Public
3225,0.07472035,Public
3228,0.04553669,Private
3232,0.05130877,Private
3236,0.07533634,Private
3239,0.4775651,Private
3240,0.08952595,Public
3255,0.05305604,Private
3258,0.610459,Public
3260,0.4795384,Public
3262,0.5619049,Public
3267,0.04936721,Public
3271,0.08430807,Public
3273,0.2139996,Public
3285,0.6434591,Public
3291,0.1594515,Private
3293,0.07623829,Public
3307,0.09885025,Public
3312,0.1290514,Private
3317,0.7295572,Private
3320,0.5500683,Private
3321,0.08512693,Public
3323,0.1510099,Private
3326,0.1048901,Public
3327,0.08722179,Public
3331,0.06079393,Private
3332,0.1683815,Private
3333,0.1309276,Private
3338,0.1060064,Private
3339,0.7735307,Private
3343,0.05083615,Public
3346,0.2870212,Public
3358,0.2801831,Public
3364,0.1176233,Public
3373,0.644209,Private
3376,0.107972,Public
3385,0.07414536,Private
3389,0.1602665,Private
3392,0.3011169,Private
3404,0.4539834,Public
3405,0.08663627,Public
3407,0.5118464,Private
3412,0.4839913,Private
3415,0.3849715,Private
3420,0.4857891,Private
3430,0.3472141,Private
3435,0.5499179,Public
3436,0.6318908,Private
3439,0.08539797,Public
3443,0.1283391,Private
3447,0.4499126,Private
3449,0.4928051,Private
3453,0.5499673,Public
3454,0.5885884,Public
3465,0.1591496,Private
3471,0.1047333,Public
3476,0.1292138,Public
3484,0.6797,Public
3487,0.254899,Public
3491,0.06679418,Public
3497,0.09598931,Private
3512,0.2082602,Public
3513,0.5793989,Public
3515,0.5016047,Public
3516,0.5277982,Public
3526,0.1626404,Public
3531,0.4765334,Private
3535,0.2138773,Public
3543,0.6042307,Public
3549,0.1177414,Public
3558,0.4429841,Public
3561,0.5993012,Public
3569,0.07140728,Public
3574,0.1391382,Private
3576,0.1721721,Public
3577,0.1377259,Private
3591,0.4998516,Public
3596,0.7469404,Public
3598,0.3395951,Public
3599,0.6619815,Private
3606,0.240801,Private
3621,0.5669728,Public
3625,0.4747261,Public
3626,0.7850708,Public
3630,0.0737325,Public
3631,0.18443,Private
3632,0.3493131,Public
3641,0.2749994,Public
3642,0.4906033,Private
3646,0.5373427,Public
3650,0.2622176,Public
3654,0.6993985,Private
3657,0.1115261,Public
3659,0.1798008,Public
3664,0.09215973,Public
3679,0.1401875,Private
3681,0.3476545,Public
3684,0.7671376,Public
3685,0.4498267,Public
3688,0.1332985,Public
3691,0.07529445,Private
3692,0.7842364,Public
3696,0.2277165,Private
3709,0.5868301,Private
3712,0.410542,Private
3720,0.5687518,Public
3722,0.04352387,Private
3726,0.5453369,Private
3729,0.2552446,Public
3736,0.1863961,Private
3743,0.09925362,Private
3744,0.5453548,Public
3747,0.1240353,Private
3748,0.4173331,Public
3749,0.5810806,Private
3754,0.6906177,Private
3756,0.1531539,Public
3760,0.1758151,Private
3765,0.282014,Public
3770,0.1279538,Private
3771,0.6302735,Private
3773,0.06282862,Public
3775,0.06776656,Public
3782,0.144601,Public
3783,0.7280071,Public
3797,0.6369016,Public
3801,0.1528065,Public
3809,0.04678177,Public
3810,0.02907692,Public
3811,0.04887702,Private
3812,0.08412121,Private
3823,0.1051009,Private
3824,0.6228054,Public
3828,0.3758564,Private
3830,0.6110147,Private
3832,0.5854171,Public
3841,0.5741971,Public
3845,0.04345246,Private
3849,0.4067965,Public
3851,0.1673811,Private
3866,0.5312973,Private
3869,0.08542003,Public
3870,0.4109797,Public
3878,0.1063533,Private
3880,0.6940104,Private
3881,0.4971114,Public
3883,0.1459759,Private
3889,0.05369177,Private
3890,0.468112,Private
3895,0.07643605,Private
3902,0.5066434,Public
3925,0.376707,Public
3932,0.4692414,Private
3934,0.07008979,Public
3936,0.376991,Private
3937,0.3074287,Private
3952,0.5971376,Public
3956,0.4500597,Private
3959,0.556024,Public
3969,0.1832005,Private
3970,0.1536244,Public
3972,0.4846552,Private
3975,0.1498621,Private
3980,0.0856132,Public
3981,0.3818308,Private
3985,0.4355792,Private
3987,0.4621442,Private
3992,0.4958749,Private
4000,0.614364,Private
4001,0.6348827,Public
4006,0.03935843,Private
4008,0.2334188,Public
4011,0.6611944,Private
4014,0.1109727,Private
4017,0.1400653,Public
4018,0.6538764,Public
4019,0.08316042,Private
4023,0.1740944,Public
4025,0.4905069,Private
4027,0.07741434,Public
4030,0.488504,Private
4042,0.6303211,Public
4055,0.1007539,Public
4073,0.6597186,Private
4076,0.09076208,Private
4078,0.42176,Public
4090,0.7213183,Public
4096,0.1851747,Private
4102,0.3682318,Private
4111,0.1222188,Public
4112,0.1417423,Private
4114,0.1292438,Private
4117,0.3938722,Private
4123,0.5186872,Private
4131,0.04430577,Private
4132,0.5504749,Public
4134,0.6428016,Private
4135,0.7399939,Private
4136,0.3177016,Private
4137,0.4957917,Public
4138,0.5424589,Public
4141,0.5385351,Private
4150,0.5832839,Public
4158,0.1615047,Private
4173,0.3319965,Public
4176,0.3930018,Private
4192,0.11683,Private
4213,0.3889866,Public
4234,0.146478,Public
4239,0.5559877,Private
4255,0.1297593,Private
4257,0.4884329,Public
4260,0.2832839,Private
4261,0.09494852,Private
4263,0.7596309,Public
4271,0.02757255,Public
4288,0.06461736,Public
4297,0.4383181,Public
4298,0.5928342,Public
4300,0.3462014,Public
4302,0.359868,Private
4311,0.46994,Public
4314,0.5691556,Private
4318,0.1630136,Public
4321,0.1449676,Public
4324,0.5064437,Private
4329,0.08744568,Private
4331,0.5741367,Public
4333,0.4342439,Public
4352,0.4030794,Public
4353,0.0864908,Private
4355,0.08789991,Public
4358,0.1067869,Public
4359,0.325623,Public
4368,0.4259488,Public
4369,0.5330161,Private
4370,0.4726498,Private
4378,0.4115071,Public
4379,0.3027046,Public
4381,0.1216027,Public
4383,0.5740682,Public
4395,0.1542927,Private
4409,0.5532888,Private
4414,0.09178041,Private
4425,0.5551584,Private
4426,0.5252401,Private
4429,0.1584314,Private
4432,0.5932112,Public
4434,0.3371115,Public
4435,0.1129602,Public
4437,0.048347,Private
4441,0.6041602,Public
4454,0.5286565,Private
4458,0.1346947,Private
4470,0.09620002,Private
4474,0.04686668,Public
4477,0.3184147,Public
4478,0.02129123,Public
4482,0.05885007,Private
4487,0.4671482,Private
4493,0.3200221,Private
4494,0.1708899,Public
4499,0.1117678,Public
4507,0.07510708,Public
4512,0.075527,Private
4521,0.1331554,Private
4522,0.1498432,Public
4529,0.7627619,Private
4532,0.5330672,Public
4535,0.1257334,Private
4539,0.06643465,Public
4544,0.1534638,Public
4551,0.3530241,Private
4552,0.6282124,Public
4567,0.5342683,Public
4576,0.5005326,Public
4581,0.3396015,Public
4582,0.1114178,Private
4595,0.105433,Private
4597,0.1070749,Private
4600,0.09437066,Public
4601,0.2240306,Private
4603,0.2152173,Public
4606,0.09522139,Public
4611,0.6309347,Public
4621,0.3747069,Private
4627,0.4658669,Private
4629,0.13425,Private
4632,0.546842,Private
4633,0.2151017,Public
4642,0.5811461,Private
4646,0.287537,Private
4648,0.04648919,Public
4655,0.4439439,Public
4675,0.249612,Public
4676,0.1103478,Private
4677,0.6202472,Public
4681,0.07432301,Private
4686,0.5644653,Public
4694,0.09963144,Private
4695,0.5450721,Public
4700,0.1139588,Public
4703,0.3275845,Public
4721,0.4579297,Public
4722,0.3485324,Private
4725,0.08238218,Public
4743,0.764123,Private
4746,0.07789582,Public
4747,0.4184257,Public
4748,0.1027276,Private
4752,0.0888955,Public
4757,0.2004001,Private
4758,0.6225794,Private
4760,0.081896,Private
4761,0.4858317,Public
4763,0.1279738,Public
4765,0.3243792,Private
4781,0.05333821,Public
4782,0.08051895,Public
4787,0.4063308,Public
4789,0.08246717,Private
4791,0.1180487,Private
4792,0.6855181,Private
4798,0.5010368,Private
4799,0.09300645,Public
4803,0.3201122,Private
4809,0.4830823,Public
4820,0.2556311,Private
4823,0.3516545,Public
4827,0.1630614,Private
4830,0.05591432,Public
4833,0.3499235,Public
4835,0.5891476,Public
4837,0.4474984,Public
4838,0.1395171,Public
4841,0.5173364,Private
4853,0.2432853,Public
4858,0.6799498,Private
4860,0.1867566,Public
4861,0.4496957,Private
4870,0.5425899,Public
4886,0.679175,Private
4889,0.5723411,Private
4895,0.3518279,Public
4897,0.5891681,Private
4899,0.4651652,Public
4901,0.4623693,Public
4920,0.4326117,Private
4922,0.532696,Private
4923,0.06549446,Public
4924,0.08211149,Public
4926,0.3540426,Private
4930,0.2772839,Private
4934,0.6509296,Private
4942,0.1266875,Private
4944,0.5068117,Private
4947,0.1123843,Public
4951,0.763929,Private
4956,0.4923012,Public
4959,0.1132623,Private
4960,0.1102335,Public
4965,0.1761828,Private
4967,0.1286217,Private
4983,0.4618403,Private
4986,0.3985649,Private
4992,0.07323118,Public
4994,0.04860223,Private
5000,0.2610026,Public
5004,0.5413918,Public
5008,0.09374226,Public
5015,0.2627832,Public
5021,0.1661205,Public
5027,0.0771327,Private
5028,0.3077264,Private
5033,0.5464034,Private
5037,0.3774721,Public
5039,0.6102786,Public
5054,0.06233538,Public
5057,0.5009179,Private
5060,0.08636647,Private
5062,0.5899262,Public
5075,0.1011723,Private
5077,0.1824037,Public
5079,0.3386241,Public
5084,0.0627454,Public
5097,0.5635761,Public
5103,0.2908047,Private
5105,0.4086387,Private
5109,0.2668552,Public
5110,0.7008972,Private
5122,0.350766,Private
5126,0.09329706,Private
5131,0.4117551,Private
5141,0.09246916,Public
5147,0.07064825,Private
5149,0.2772594,Public
5153,0.4388978,Private
5166,0.211415,Public
5167,0.5042283,Private
5171,0.7098688,Public
5177,0.5727029,Public
5188,0.05377915,Private
5190,0.2902767,Private
5192,0.1831843,Public
5197,0.4116605,Private
5206,0.08686296,Private
5209,0.59794,Public
5212,0.4157682,Private
5213,0.1490492,Public
5232,0.1736445,Private
5237,0.5197174,Public
5239,0.48452,Public
5240,0.09847194,Private
5241,0.110186,Private
5247,0.1357321,Private
5249,0.5392395,Private
5250,0.05945019,Private
5255,0.461628,Private
5258,0.06872874,Private
5267,0.02080362,Public
5269,0.1236058,Public
5271,0.6354266,Public
5272,0.5708114,Private
5280,0.3928122,Public
5283,0.5671529,Public
5285,0.1913648,Private
5287,0.07362159,Public
5295,0.6460313,Public
5302,0.1566426,Private
5305,0.6371914,Private
5310,0.10381,Public
5311,0.05211721,Public
5313,0.5099611,Public
5315,0.5116966,Private
5316,0.547394,Private
5322,0.04657851,Public
5347,0.2837909,Private
5349,0.03436182,Public
5355,0.4712271,Public
5362,0.1123153,Private
5363,0.7031788,Public
5364,0.3124092,Public
5368,0.6422511,Public
5375,0.2419645,Private
5378,0.219958,Private
5380,0.4718877,Private
5385,0.04721335,Public
5387,0.08156548,Public
5392,0.1668825,Private
5397,0.4708895,Public
5400,0.120137,Private
5408,0.5424197,Private
5409,0.3433453,Public
5410,0.7299033,Private
5413,0.1519444,Public
5415,0.06447501,Public
5419,0.4371402,Private
5424,0.07552078,Private
5432,0.267581,Private
5435,0.2369451,Private
5439,0.3191461,Private
5443,0.3449258,Private
5445,0.6204073,Private
5446,0.05898055,Public
5451,0.1416766,Private
5452,0.05202194,Private
5454,0.2236705,Public
5462,0.5265735,Public
5463,0.3263417,Public
5469,0.08659849,Public
5470,0.1646382,Private
5482,0.3894224,Public
5486,0.4600798,Private
5487,0.484018,Private
5492,0.09703719,Private
5495,0.2867616,Public
5498,0.01923973,Public
5499,0.1468972,Private
5506,0.5193148,Private
5515,0.07742388,Public
5520,0.2003565,Private
5529,0.1480562,Public
5530,0.05275534,Private
5534,0.07033125,Public
5539,0.5503362,Public
5542,0.5802836,Private
5543,0.6151224,Public
5544,0.5142328,Public
5569,0.4797949,Public
5571,0.08254451,Public
5573,0.133793,Private
5574,0.6035463,Public
5577,0.6370068,Private
5580,0.07937822,Private
5583,0.06467938,Public
5586,0.01348948,Public
5594,0.08446324,Private
5596,0.1607128,Private
5600,0.4198359,Private
5606,0.1315543,Private
5607,0.06626683,Public
5608,0.2636861,Public
5609,0.04048383,Private
5615,0.2917211,Public
5618,0.08134775,Private
5620,0.5282955,Private
5622,0.7492943,Private
5626,0.1802205,Public
5629,0.08218905,Public
5630,0.1603319,Public
5631,0.07531591,Public
5636,0.6923696,Private
5639,0.4129729,Public
5655,0.4076862,Public
5656,0.02777009,Public
5666,0.1255726,Public
5668,0.5878407,Private
5674,0.1380314,Public
5681,0.4744717,Private
5691,0.1825095,Public
5695,0.2045655,Private
5698,0.4954076,Public
